,Question,Answer
408,"8. What programming language(s) or scripting language(s) does Java Server Pages (JSP) support?
a) VBScript only
b) Jscript only
c) Java only
d) All of the mentioned
View Answer"," Answer: c
Explanation: JSP primarily uses Java for certain codes.  "
409,"9. What is bytecode?
a) Machine-specific code
b) Java code
c) Machine-independent code
d) None of the mentioned
View Answer"," Answer: c
Explanation: Java bytecode is the form of instructions that the Java virtual machine executes. Each bytecode opcode is one byte in length, although some require parameters, resulting in some multi-byte instructions.  "
410,"10. Where is metadata stored in MySQL?
a) In the MySQL database metadata
b) In the MySQL database metasql
c) In the MySQL database mysql
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: c
Explanation: Metadata contains data about other data which is given in the <meta>…</meta> tags.  "
411,"1. Which of the following is true for Seeheim model?
a) Presentation is abstracted from dialogue and Application
b) Presentation and Dialogue is abstracted from Application
c) Presentation and Application is abstracted from Dialogue
d) None of the mentioned
View Answer","Answer: a
Explanation: Presentation is abstracted from dialogue and application."
412,"2. Which of the unit operation is used in Model view controller?
a) Is a Decomposition
b) Part Whole Decomposition
c) All of the mentioned
d) None of the mentioned
View Answer","Answer: b
Explanation: Part whole decomposition is applied to MVC. "
413,"3. Memory address refers to the successive memory words and the machine is called as _______________
a) word addressable
b) byte addressable
c) bit addressable
d) Terra byte addressable
View Answer","Answer: a
Explanation: Part whole decomposition is applied to MVC. "
414,"4. Which layer deals which deals with user interaction is called _____________ layer.
a) Business logic
b) Presentation
c) User interaction
d) Data access
View Answer","Answer: b
Explanation: The single application may have several different versions of this layer, corresponding to distinct kinds of interfaces such as Web browsers, and user interfaces of mobile phones, which have much smaller screens. "
415,"5. The _____________ layer, which provides a high-level view of data and actions on data.
a) Business logic
b) Presentation
c) User interaction
d) Data access
View Answer","Answer: a
Explanation: The single application may have several different versions of this layer, corresponding to distinct kinds of interfaces such as Web browsers, and user interfaces of mobile phones, which have much smaller screens. "
416,"6. The ______________ layer, which provides the interface between the business-logic layer and the underlying database.
a) Business logic
b) Presentation
c) User interaction
d) Data access
View Answer","Answer: d
Explanation: Many applications use an object-oriented language to code the business-logic layer, and use an object-oriented model of data, while the underlying database is a relational database. "
417,"7. The _____________ system is widely used for mapping from Java objects to relations.
a) Hibernate
b) Object oriented
c) Objective
d) None of the mentioned
View Answer","Answer: a
Explanation: In Hibernate, the mapping from each Java class to one or more relations is specified in a mapping file. "
418,"8.  Which among the following are the functions that any system with a user interface must provide?
a) Presentation
b) Dialogue
c) All of the mentioned
d) None of the mentioned
View Answer","Answer: a
Explanation: Presentation and Application are the functions that any system with a user interface must provide. "
419,"9. Which of the following is the main task accomplished by the user?
a) Compose a document
b) Create a spread sheet
c) Send mail
d) All of the mentioned
View Answer","Answer: d
Explanation: All of the mentioned are the main task accomplished by the user. "
420,"10.  What are the portability concerns founded in Seeheim model?
a) Replacing the presentation toolkit
b) Replacing the application toolkit
c) Replacing the dialogue toolkit
d) Replacing the presentation & application toolkit
View AnswerSanfoundry Global Education & Learning Series – Database Management System.","Answer: d
Explanation: The portability concerns founded in Seeheim model are- Replacing the presentation toolkit and Replacing the application toolkit. "
421,"1. Which schema object instructs Oracle to connect to a remotely access an object of a database?
a) Sequence
b) Remote link
c) Database link
d) Data link
View Answer","Answer: d
Explanation: A database link (DBlink) is a definition of how to establish a connection from one Oracle database to another."
422,"2. DML changes are
a) Insert
b) Update
c) Create
d) Both Insert and Update
View Answer","Answer: d
Explanation: Create is a DDL operation."
423,"3. Which of the following object types below cannot be replicated?
a) Data
b) Trigger
c) View
d) Sequence
View Answer","Answer: d
Explanation: Sequence is a series of items which is like a unique index."
424,"4. How to force a log switch?
a) By using ALTER SYSTEM LOG
b) By using ALTER SYSTEM SWITCH LOGFILE
c) By using ALTER SYSTEM SWITCH LOGS
d) By using ALTER SYS LOGFILES
View Answer","Answer: b
Explanation: ALTER SYSTEM ARCHIVE LOG CURRENT is the best practice for production backup scripts with RMAN. ."
425,"5. In the following query, which expression is evaluated first?a) 100 / 0.15
b) quantity – 100
c) 35*20
d) 0.15-35
View Answer","Answer: a
Explanation: According to the precedence of expression as in BODMAS the expression evaluated."
426,"6. The ORDER BY clause can only be used in
a) SELECT queries
b) INSERT queries
c) GROUP BY queries
d) HAVING queries
View Answer","Answer: a
Explanation: SELECT column_name,column_name
FROM table_name
ORDER BY column_name,column_name ASC|DESC;."
427,"7. Which of the following rule below are categories of an index?
a) Column and Functional
b) Multiple Column and functional
c) Column, Multiple Column and functional
d) None of the mentioned
View Answer","Answer: a
Explanation: The CREATE INDEX statement is used to create indexes in tables."
428,"8. What is the purpose of SMON background process?
a) Performs crash recovery when a failed instance starts up again
b) Performs recovery when a user process fails
c) Writes redo log entries to disk
d) None of the mentioned
View Answer","Answer: a
Explanation: SMON (System MONitor) is an Oracle background process created when you start a database instance."
429,"9. Which of the following queries are legal?
a) SELECT deptno, count(deptno) FROM emp GROUP BY ename;
b) SELECT deptno, count(deptno), job FROM emp GROUP BY deptno;
c) SELECT deptno, avg(sal) FROM emp;
d) SELECT deptno, avg(sal) FROM emp GROUP BY deptno;
View Answer","Answer: d
Explanation: For aggregate functions group by clause is necessary."
430,"10. Which of the following queries displays the sum of all employee salaries for those employees not making commission, for each job, including only those sums greater than 2500?
a) select job, sum(sal) from emp where sum(sal) > 2500 and comm is null;
b) select job, sum(sal) from emp where comm is null group by job having sum(sal) > 2500;
c) select job, sum(sal) from emp where sum(sal) > 2500 and comm is null group by job;
d) select job, sum(sal) from emp group by job having sum(sal) > 2500 and comm is not null;
View AnswerSanfoundry Global Education & Learning Series – Database Management System.","Answer: b
Explanation: For aggregate functions group by clause is necessary."
431,"1. The indirect change of the values of a variable in one module by another module is called
a) Internal change
b) Inter-module change
c) Side effect
d) Side-module update
View Answer","Answer: c
Explanation: The module of the search tree and the flow is directed by its values."
432,"2. Which of the following data structure is not linear data structure?
a) Arrays
b) Linked lists
c) Arrays & Linked lists
d) None of the mentioned
View Answer","Answer: d
Explanation: Both array and linked lists are in data structure concepts."
433,"3. Which of the following data structure is linear data structure?
a) Trees
b) Graphs
c) Arrays
d) None of the mentioned
View Answer","Answer: c
Explanation: Tree and graphs are not linear."
434,"4. Which of the following criterion is NOT written using the proper syntax?
a) “Haris”
b) <500
c) NO VALUE
d) Between #1/1/2000# and #12/31/2000#
View Answer","Answer: c
Explanation: NO VALUE cannot be specified."
435,"5. The operation of processing each element in the list is known as
a) Sorting
b) Merging
c) Inserting
d) Traversal
View Answer","Answer: d
Explanation: There are several types of traversals."
436,"6. Finding the location of the element with a given value is:
a) Traversal
b) Search
c) Sort
d) None of the mentioned
View Answer","Answer: b
Explanation: Search is performed by traversing through the tree."
437,"7. Arrays are best data structures
a) For relatively permanent collections of data
b) For the size of the structure and the data in the structure are constantly changing
c) All of the mentioned
d) None of the mentioned
View Answer","Answer: a
Explanation: The operator tree has a tree like format where the evaluation starts from root of the tree."
438,"8. Linked lists are best suited
a) For relatively permanent collections of data
b) For the size of the structure and the data in the structure are constantly changing
c) All of the mentioned
d) None of the mentioned
View Answer","Answer: b
Explanation: A linked list is a data structure consisting of a group of nodes which together represent a sequence."
439,"9. Each array declaration need not give, implicitly or explicitly, the information about
a) The name of array
b) The data type of array
c) The first data from the set to be stored
d) The index set of the array
View Answer","Answer: c
Explanation: The operator tree has a tree like format where the evaluation starts from root of the tree."
440,"10. The elements of an array are stored successively in memory cells because
a) By this way computer can keep track only the address of the first element and the addresses of other elements can be calculated
b) The architecture of computer memory does not allow arrays to store other than serially
c) All of the mentioned
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System.","Answer: a
Explanation: Memory is always allotted in order."
441,"1. In _________________ attacks, the attacker manages to get an application to execute an SQL query created by the attacker.
a) SQL injection
b) SQL
c) Direct
d) Application
View Answer","Answer: a
Explanation: Application security has to deal with several security threats and issues beyond those handled by SQL authorization."
442,"2. A Web site that allows users to enter text, such as a comment or a name, and then stores it and later display it to other users, is potentially vulnerable to a kind of attack called a ___________________ attack.
a) Two-factor authentication
b) Cross-site request forgery
c) Cross-site scripting
d) Cross-site scoring scripting
View Answer","Answer: c
Explanation: In such an attack, a malicious user enters code written in a client-side scripting language such as JavaScript or Flash instead of entering a valid name or comment."
443,"3. _________ is an attack which forces an end user to execute unwanted actions on a web application in which he/she is currently authenticated.
a) Two-factor authentication
b) Cross-site request forgery
c) Cross-site scripting
d) Cross-site scoring scripting
View Answer","Answer: b
Explanation: Cross-site request forgery, also known as a one-click attack or session riding and abbreviated as CSRF or XSRF."
444,"4. Many applications use _________________ where two independent factors are used to identify a user.
a) Two-factor authentication
b) Cross-site request forgery
c) Cross-site scripting
d) Cross-site scoring scripting
View Answer","Answer: a
Explanation: The two factors should not share a common vulnerability."
445,"5. Even with two-factor authentication, users may still be vulnerable to_____________attacks.
a) Radiant
b) Cross attack
c) scripting
d) Man-in-the-middle
View Answer","Answer: d
Explanation: In such attacks, a user attempting to connect to the application is diverted to a fake Web site, which accepts the password from the user, and uses it immediately to authenticate to the original application."
446,"6. A single ______________ further allows the user to be authenticated once, and multiple applications can then verify the user’s identity through an authentication service without requiring reauthentication.
a) OpenID
b) Sign-on system
c) Security Assertion Markup Language (SAML)
d) Virtual Private Database (VPD)
View Answer","Answer: b
Explanation: Once the user logged in at one site, he does not have to enter his user name and password at other sites that use the same single sign-on service."
447,"7. The ___________________ is a standard for exchanging authentication and authorization information between different security domains, to provide cross-organization single sign-on.
a) OpenID
b) Sign-on system
c) Security Assertion Markup Language (SAML)
d) Virtual Private Database (VPD)
View Answer","Answer: c
Explanation: The user’s password and other authentication factors are never revealed to the application, and the user need not register explicitly with the application."
448,"8. The __________ standard is an alternative for single sign-on across organizations, and has seen increasing acceptance in recent years.
a) OpenID
b) Single-site system
c) Security Assertion Markup Language (SAML)
d) Virtual Private Database (VPD)
View Answer","Answer: a
Explanation: The user’s password and other authentication factors are never revealed to the application, and the user need not register explicitly with the application."
449,"9. _______________ allows a system administrator to associate a function with a relation; the function returns a predicate that must be added to any query that uses the relation.
a) OpenID
b) Single-site system
c) Security Assertion Markup Language (SAML)
d) Virtual Private Database (VPD)
View Answer","Answer: d
Explanation: Some database systems provide mechanisms for fine-grained authorization."
450,"10. VPD provides authorization at the level of specific tuples, or rows, of a relation, and is therefore said to be a _____________ mechanism.
a) Row-level authorization
b) Column-level authentication
c) Row-type authentication
d) Authorization security
View AnswerSanfoundry Global Education & Learning Series – Database Management System.","Answer: a
Explanation: Oracle Virtual Private Database (VPD) allows a system administrator to associate a function with a relation."
451,"1. ___________ is widely used today for protecting data in transit in a variety of applications such as data transfer on the Internet, and on cellular phone networks.
a) Encryption
b) Data mining
c) Internet Security
d) Architectural security
View Answer"," Answer: a
Explanation: Encryption is also used to carry out other tasks, such as authentication. "
452,"2. In a database where the encryption is applied the data is cannot be handled by the unauthorised user without
a) Encryption key
b) Decryption key
c) Primary key
d) Authorised key
View Answer"," Answer: b
Explanation: Even if the message is intercepted by an enemy, the enemy, not knowing the key, will not be able to decrypt and understand the message. "
453,"3. Which of the following is not a property of good encryption technique?
a) Relatively simple for authorized users to encrypt and decrypt data
b) Decryption key is extremely difficult for an intruder to determine
c) Encryption depends on a parameter of the algorithm called the encryption key
d) None of the mentioned
View Answer"," Answer: d
Explanation: Here a, b and c are the properties have to be present in a good design of an encryption technique. "
454,"4. In which of the following encryption key is used to encrypt and decrypt the data?
a) Public key
b) Private key
c) Symmetric key
d) Asymmetric key
View Answer"," Answer: c
Explanation: In public-key (also known as asymmetric-key) encryption techniques, there are two different keys, the public key and the private key, used to encrypt and decrypt the data. "
455,"5. Encryption of small values, such as identifiers or names, is made complicated by the possibility of __________
a) Dictionary attacks
b) Database attacks
c) Minor attacks
d) Random attacks
View Answer"," Answer: a
Explanation: This happens when particularly if the encryption key is publicly available. "
456,"6. Which one of the following uses a 128bit round key to encrypt the data using XOR and use it in reverse to decrypt it?
a) Round key algorithm
b) Public key algorithm
c) Advanced Encryption Standard
d) Asymmetric key algorithm
View Answer"," Answer: c
Explanation: The standard is based on the Rijndael algorithm. "
457,"7. Which of the following requires no password travel across the internet?
a) Readable system
b) Manipulation system
c) Challenge–response system
d) Response system
View Answer"," Answer: c
Explanation: The database system sends a challenge string to the user. The user encrypts the challenge string using a secret password as encryption key and then returns the result. The database system can verify the authenticity of the user by decrypting the string with the same secret password and checking the result with the original challenge string. "
458,"8.  Assymmetric Encryption: Why can a message encrypted with the Public Key only be decrypted with the receiver’s appropriate Private Key?
a) Not true, the message can also be decrypted with the Public Key
b) A so called “one way function with back door” is applied for the encryption
c) The Public Key contains a special function which is used to encrypt the message and which can only be reversed by the appropriate Private Key
d) The encrypted message contains the function for decryption which identifies the Private Key
View Answer"," Answer: b
Explanation: An one-way function is a function which a computer can calculate quickly, but whose reversal would last months or years. An one-way function with back door can be reversed with the help of a couple of additional information (the back door), but scarcely without this information. The information for the back door is contained in the private Key. "
459,"9. Which is the largest disadvantage of symmetric Encryption?
a) More complex and therefore more time-consuming calculations
b) Problem of the secure transmission of the Secret Key
c) Less secure encryption function
d) Isn’t used any more
View Answer"," Answer: b
Explanation: As there is only one key in the symmetrical encryption, this must be known by both sender and recipient and this key is sufficient to decrypt the secret message. Therefore it must be exchanged between sender and receiver in such a manner that an unauthorized person can in no case take possession of it. "
460,"10. Which is the principle of the encryption using a key?
a) The key indicates which function is used for encryption. Thereby it is more difficult to decrypt an intercepted message as the function is unknown
b) The key contains the secret function for encryption including parameters. Only a password can activate the key
c) All functions are public, only the key is secret. It contains the parameters used for the encryption resp. decryption
d) The key prevents the user of having to reinstall the software at each change in technology or in the functions for encryption
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: The encoding of a message is calculated by an algorithm. If always the same algorithm would be used, it would be easy to crack intercepted messages. However, it isn’t possible to invent a new algorithm whenever the old one was cracked, therefore the possibility to parameterize algorithms is needed and this is the assignment of the key. "
461,"1. Which of the following is a physical storage media?
a) Tape Storage
b) Optical Storage
c) Flash memory
d) All of the mentioned
View Answer"," Answer: d
Explanation: The storage media are classified by the speed with which data can be accessed, by the cost per unit of data to buy the medium, and by the medium’s reliability. "
462,"2. The _________ is the fastest and most costly form of storage, which is relatively small; its use is managed by the computer system hardware.
a) Cache
b) Disk
c) Main memory
d) Flash memory
View Answer"," Answer: a
Explanation: Cache storage is easy to access because it is closer to the processor. "
463,"3. Which of the following stores several gigabytes of data but usually lost when power failure?
a) Flash memory
b) Disk
c) Main memory
d) Secondary memory
View Answer"," Answer: c
Explanation: The contents of main memory are usually lost if a power failure or system crash occurs. "
464,"4. The flash memory storage used are
a) NOR Flash
b) OR Flash
c) AND Flash
d) All of the mentioned
View Answer"," Answer: a
Explanation: NAND flash has a much higher storage capacity for a given cost, and is widely used for data storage in devices such as cameras, music players, and cell phones. "
465,"5. __________ is increasingly being used in server systems to improve performance by caching frequently used data, since it provides faster access than disk, with larger storage capacity than main memory.
a) Flash memory
b) Disk
c) Main memory
d) Secondary memory
View Answer"," Answer: a
Explanation: Flash memory is of two types – NAND and NOR. "
466,"6. Which is the cheapest memory device in terms of costs/ bit?
a) Semiconductor memory
b) Magnetic disks
c) Compact disks
d) Magnetic tapes
View Answer"," Answer: c
Explanation: Compact disk is used for easy storage at lower cost. "
467,"7. The primary medium for the long-term online storage of data is the __________ where the entire database is stored on magnetic disk.
a) Semiconductor memory
b) Magnetic disks
c) Compact disks
d) Magnetic tapes
View Answer"," Answer: b
Explanation: The system must move the data from disk to main memory so that they can be accessed. "
468,"8. Optical disk _______ systems contain a few drives and numerous disks that can be loaded into one of the drives automatically (by a robot arm) on demand.
a) Tape Storage
b) Jukebox
c) Flash memory
d) All of the mentioned
View Answer"," Answer: b
Explanation: The most popular form of optical disks are CD and DVD. "
469,"9. There are “record-once” versions of the compact disk and digital video disk, which can be written only once; such disks are also called __________ disks.
a) Write-once, read-many (WORM)
b) CD-R
c) DVD-W
d) CD-ROM
View Answer"," Answer: a
Explanation: There are also “multiple-write” versions of compact disk (called CD-RW) and digital video disk (DVD-RW, DVD+RW, and DVD-RAM), which can be written multiple times. "
470,"10. Tape storage is referred to as __________ storage.
a) Direct-access
b) Random-access
c) Sequential-access
d) All of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: c
Explanation: Tape storage is used primarily for backup and archival data. "
471,"1. In magnetic disk ________ stores information on a sector magnetically as reversals of the direction of magnetization of the magnetic material.
a) Read–write head
b) Read-assemble head
c) Head–disk assemblies
d) Disk arm
View Answer"," Answer: d
Explanation: Each side of a platter of a disk has a read–write head that moves across the platter to access different tracks. "
472,"2. A __________ is the smallest unit of information that can be read from or written to the disk.
a) Track
b) Spindle
c) Sector
d) Platter
View Answer"," Answer: c
Explanation: The disk surface is logically divided into tracks, which are subdivided into sectors. "
473,"3. The disk platters mounted on a spindle and the heads mounted on a disk arm are together known as ___________
a) Read-disk assemblies
b) Head–disk assemblies
c) Head-write assemblies
d) Read-read assemblies
View Answer"," Answer: b
Explanation: Each side of a platter of a disk has a read–write head that moves across the platter to access different tracks. "
474,"4. The disk controller uses ________ at each sector to ensure that the data is not corrupted on data retrieval.
a) Checksum
b) Unit drive
c) Read disk
d) Readsum
View Answer"," Answer: a
Explanation: A disk controller interfaces between the computer system and the actual hardware of the disk drive. "
475,"5. _________ is the time from when a read or write request is issued to when data transfer begins.
a) Access time
b) Average seek time
c) Seek time
d) Rotational latency time
View Answer"," Answer: a
Explanation: To access (that is, to read or write) data on a given sector of a disk, the arm first must move so that it is positioned over the correct track, and then must wait for the sector to appear under it as the disk rotates. "
476,"6. The time for repositioning the arm is called the ________ and it increases with the distance that the arm must move.
a) Access time
b) Average seek time
c) Seek time
d) Rotational latency time
View Answer"," Answer: c
Explanation: Typical seek times range from 2 to 30 milliseconds, depending on how far the track is from the initial arm position. "
477,"7. _________ is around one-half of the maximum seek time.
a) Access time
b) Average seek time
c) Seek time
d) Rotational latency time
View Answer"," Answer: b
Explanation: Average seek times currently range between 4 and 10 milliseconds, depending on the disk model. "
478,"8. Once the head has reached the desired track, the time spent waiting for the sector to be accessed to appear under the head is called the _______________
a) Access time
b) Average seek time
c) Seek time
d) Rotational latency time
View Answer"," Answer: d
Explanation: Rotational speeds of disks today range from 5400 rotations per minute (90 rotations per second) up to 15,000 rotations per minute (250 rotations per second), or, equivalently, 4 milliseconds to 11.1 milliseconds per rotation. "
479,"9. In Flash memory, the erase operation can be performed on a number of pages, called an _______ at once, and takes about 1 to 2 milliseconds.
a) Delete block
b) Erase block
c) Flash block
d) Read block
View Answer"," Answer: b
Explanation: The size of an erase block (often referred to as just “block” in flash literature) is usually significantly larger than the block size of the storage system. "
480,"10. Hybrid disk drives are hard-disk systems that combine magnetic storage with a smaller amount of flash memory, which is used as a cache for frequently accessed data.
a) Hybrid drivers
b) Disk drivers
c) Hybrid disk drivers
d) All of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: Frequently accessed data that are rarely updated are ideal for caching in flash memory. "
481,"1. Which level of RAID refers to disk mirroring with block striping?
a) RAID level 1
b) RAID level 2
c) RAID level 0
d) RAID level 3
View Answer"," Answer: a
Explanation: RAID level 1 refers to disk mirroring with block striping. "
482,"2. Optical disk technology uses
a) Helical scanning
b) DAT
c) A laser beam
d) RAID
View Answer"," Answer: d
Explanation: Redundant Array of Inexpensive Disks. "
483,"3. With multiple disks, we can improve the transfer rate as well by ___________ data across multiple disks.
a) Striping
b) Dividing
c) Mirroring
d) Dividing
View Answer"," Answer: a
Explanation: Data striping consists of splitting the bits of each byte across multiple disks; such striping is called bitlevel striping. "
484,"4. Which one of the following is a Stripping technique?
a) Byte level stripping
b) Raid level stripping
c) Disk level stripping
d) Block level stripping
View Answer"," Answer: d
Explanation: Block-level striping stripes blocks across multiple disks. It treats the array of disks as a single large disk, and it gives blocks logical numbers. "
485,"5. The RAID level which mirroring is done along with stripping is
a) RAID 1+0
b) RAID 0
c) RAID 2
d) Both RAID 1+0 and RAID 0
View Answer"," Answer: d
Explanation: Mirroring without striping can also be used with arrays of disks, to give the appearance of a single large, reliable disk. "
486,"6. Where performance and reliability are both important, RAID level ____ is used.
a) 0
b) 1
c) 2
d) 0+1
View Answer"," Answer: d
Explanation: Mirroring without striping can also be used with arrays of disks, to give the appearance of a single large, reliable disk. "
487,"7. ______________ partitions data and parity among all N+1 disks, instead of storing data in N-disks and parity in one disk.
a) Block interleaved parity
b) Block interleaved distributed parity
c) Bit parity
d) Bit interleaved parity
View Answer"," Answer: b
Explanation: In level 5, all disks can participate in satisfying read requests, unlike RAID level 4, where the parity disk cannot participate, so level 5 increases the total number of requests that can be met in a given amount of time. "
488,"8. Hardware RAID implementations permit _________ that is, faulty disks can be removed and replaced by new ones without turning power off.
a) Scrapping
b) Swapping
c) Hot swapping
d) None of the mentioned
View Answer"," Answer: c
Explanation: Hot
swapping reduces the mean time to repair since replacement of a disk does not have to wait until a time when the system can be shut down. "
489,"9. ___________ is popular for applications such as storage of log files in a database system since it offers the best write performance.
a) RAID level 1
b) RAID level 2
c) RAID level 0
d) RAID level 3
View Answer"," Answer: a
Explanation: RAID level 1 refers to disk mirroring with block striping. "
490,"10. ______________ which increases the number of I/O operations needed to write a single logical block, pays a significant time penalty in terms of write performance.
a) RAID level 1
b) RAID level 2
c) RAID level 5
d) RAID level 3
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: In level 5, all disks can participate in satisfying read requests, unlike RAID level 4, where the parity disk cannot participate, so level 5 increases the total number of requests that can be met in a given amount of time. "
491,"1. Tertiary storage is built with :
a) a lot of money
b) unremovable media
c) removable media
d) secondary storage
View Answer"," Answer: c
Explanation:  Tertiary storage involves a robotic mechanism which will mount (insert) and dismount removable mass storage media into a storage device according to the system’s demands; this data is often copied to secondary storage before use."
492,"2. Operating system is responsible for
a) disk initialization
b) booting from disk
c) bad-bock recovery
d) all of the mentioned
View Answer"," Answer: d
Explanation:  Tertiary storage involves a robotic mechanism which will mount (insert) and dismount removable mass storage media into a storage device according to the system’s demands; this data is often copied to secondary storage before use. "
493,"3. A typical tape drive is ________ a typical disk drive.
a) more expensive than
b) cheaper than
c) of the same cost as
d) none of the mentioned
View Answer"," Answer: a
Explanation:  Tertiary storage involves a robotic mechanism which will mount (insert) and dismount removable mass storage media into a storage device according to the system’s demands; this data is often copied to secondary storage before use. "
494,"4.  During recovery from a failure
a) each pair of physical block is examined
b) specified pair of physical block is examined
c) first pair of physical block is examined
d) none of the mentioned
View Answer"," Answer: a
Explanation:  Tertiary storage involves a robotic mechanism which will mount (insert) and dismount removable mass storage media into a storage device according to the system’s demands; this data is often copied to secondary storage before use."
495,"5. A magneto-optic disk is :
a) primary storage
b) secondary storage
c) tertiary storage
d) none of the mentioned
View Answer"," Answer: c
Explanation: Tertiary storage involves a robotic mechanism which will mount (insert) and dismount removable mass storage media into a storage device according to the system’s demands; this data is often copied to secondary storage before use."
496,"6. Which of the following are the process of selecting the data storage and data access characteristics of the database?
a) Logical database design
b) Physical database design
c) Testing and performance tuning
d) Evaluation and selecting
View Answer"," Answer: b
Explanation:  Physical database design is the process of selecting the data storage and data access characteristics of the database."
497,"7. The replacement of a bad block generally is not totally automatic because
a) data in bad block cannot be replaced
b) data in bad block is usually lost
c) bad block does not contain any data
d) none of the mentioned
View Answer"," Answer: b
Explanation:  Physical database design is the process of selecting the data storage and data access characteristics of the database."
498,"8. Which of the following is the oldest database model?
a) Relational
b) Hierarchical
c) Physical
d) Network
View Answer"," Answer: d
Explanation:  Network model has data stored in a hierarchical network flow."
499,"9. The surface area of a tape is ________ the surface area of a disk.
a) much lesser than
b) much larger than
c) equal to
d) none of the mentioned
View Answer"," Answer: b
Explanation:  Network model has data stored in a hierarchical network flow."
500,"10. Which one of the following is not a secondary storage?
a) magnetic disks
b) magnetic tapes
c) ram
d) none of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: c
Explanation:  Tertiary storage involves a robotic mechanism which will mount (insert) and dismount removable mass storage media into a storage device according to the system’s demands; this data is often copied to secondary storage before use."
501,"1. Which level of RAID refers to disk mirroring with block striping?
a)  RAID level 1
b)  RAID level 2
c)  RAID level 0
d)  RAID level 3
View Answer","Answer: a
Explanation: RAID (redundant array of independent disks) is a way of storing the same data in different places (thus, redundantly) on multiple hard disks."
502,"2. A unit of storage that can store one or more records in a hash file organization is denoted as
a)  Buckets
b)  Disk pages
c)  Blocks
d)  Nodes
View Answer","Answer: a
Explanation:  A unit of storage that can store one or more records in a hash file organization is denoted as buckets."
503,"3. The file organization which allows us to read records that would satisfy the join condition by using one block read is
a)  Heap file organization
b)  Sequential file organization
c)  Clustering file organization
d)  Hash file organization
View Answer","Answer: c
Explanation:  All systems in the cluster share a common file structure via NFS, but not all disks are mounted on all other systems."
504,"4. What are the correct features of a distributed database?
a)   Is always connected to the internet
b)   Always requires more than three machines
c)   Users see the data in one global schema.
d)   Have to specify the physical location of the data when an update is done
View Answer","Answer: c
Explanation: Users see the data in one global schema."
505,"5. Each tablespace in an Oracle database consists of one or more files called
a) Files
b) name space
c) datafiles
d) PFILE
View Answer","Answer: c
Explanation: A data file is a computer file which stores data to use by a computer application or system."
506,"6. The management information system (MIS) structure with one main computer system is called a
a) Hierarchical MIS structure
b) Distributed MIS structure
c) Centralized MIS structure
d) Decentralized MIS structure
View Answer","Answer: c
Explanation: Structure of MIS may be understood by looking at the physical components of the information system in an organization. "
507,"7. A top-to-bottom relationship among the items in a database is established by a
a) Hierarchical schema
b) Network schema
c) Relational schema
d) All of the mentioned
View Answer","Answer: a
Explanation: A hierarchical database model is a data model in which the data is organized into a tree-like structure. The structure allows representing information using parent/child relationships. "
508,"8. Choose the RDBMS which supports full fledged client server application development
a) dBase V
b) Oracle 7.1
c) FoxPro 2.1
d) Ingress
View Answer","Answer: b
Explanation: RDBMS is Relational Database Management System. "
509,"9. One approach to standardization storing of data?
a) MIS
b) Structured programming
c) CODASYL specification
d) None of the mentioned
View Answer","Answer: c
Explanation: CODASYL is an acronym for “Conference on Data Systems Languages”. "
510,"10. The highest  level in the hierarchy of data organization is called
a) Data bank
b) Data base
c) Data file
d) Data record
View AnswerSanfoundry Global Education & Learning Series – Database Management System.","Answer: b
Explanation: Database is a collection of all tables which contains the data in form of fields. "
511,"1. If a piece of data is stored in two places in the database, then
a) Storage space is wasted
b) Changing the data in one spot will cause data inconsistency
c) In can be more easily accessed
d) Storage space is wasted & Changing the data in one spot will cause data inconsistency
View Answer","Answer: d
Explanation: The database is always consistent and so there is no duplication."
512,"2. An audit trail ___________
a) Is used to make backup copies
b) Is the recorded history of operations performed on a file
c) Can be used to restore lost information
d) None of the mentioned
View Answer","Answer: b
Explanation: This is more useful for all recovery actions."
513,"3. Large collection of files are called ____________
a) Fields
b) Records
c) Database
d) Sectors
View Answer","Answer: c
Explanation: The operator tree has a tree like format where the  evaluation starts from  root of the tree ."
514,"4. Which of the following hardware component is the most important to the operation of a database management system?
a) High resolution video display
b) Printer
c) High speed, large capacity disk
d) Mouse
View Answer","Answer: c
Explanation: All the data are stored in form of memory in the disk."
515,"5. Which of the following is not true of the traditional approach to information processing
a) There is common sharing of data among the various applications
b) It is file oriented
c) Programs are dependent on the file
d) It is inflexible
View Answer","Answer: a
Explanation: All the data are stored in form of memory in the disk."
516,"6. Which of these is not a feature of Hierarchical model?
a) Organizes the data in tree-like structure
b) Parent node can have any number of child nodes
c) Root node does not have any parent
d) Child node can have any number of parent nodes
View Answer","Answer: d
Explanation: The data are traversed using several algorithms."
