Question,Answer
"2. To reload a delimited text data file use ______________
a) mysqldump
b) mysqld
c) mysqlimport
d) mysqlnaive
View Answer","Answer: c
Explanation: A way to create text data files along with files containing ‘CREATE TABLE’ statements for the backed up tables is to use ‘mysqldump’ with –tab. To reload a delimited text data file ‘mysqlimport’ is used."
"3. Replication enables data from one MySQL database server to be copied to one or more MySQL database servers.
a) True
b) False
View Answer","Answer: a
Explanation: Replication enables data from one MySQL database server (the master) to be copied to one or more MySQL database servers (the slaves). Replication is asynchronous by default."
"4. SBR replication is ______________
a) Statement based
b) Row based
c) Column based
d) Table based
View Answer","Answer: a
Explanation: There are two main kinds of replication format: Statement Based Replication (SBR) replicates entire SQL statements and Row Based Replication (RBR) replicates only the changed rows."
"5. The library file that contains various portability macros and definitions is ______________
a) my_global.h
b) my_sys.h
c) mysql.h
d) my_local.h
View Answer","Answer: b
Explanation: The ‘my_sys.h’ header file contains a variety of portability macros and definitions required for structures and functions. These structures and functions are used by the client library."
"6. The header that should be included first is ______________
a) my_global.h
b) my_sys.h
c) mysql.h
d) my_local.h
View Answer","Answer: a
Explanation: The file ‘my_global.h’ takes care of including several other header files that are likely to be generally useful, like ‘stdio.h’. It also includes Windows compatibility information."
"7. Which of the following use ‘NULL’ to indicate failure?a) 0
b) 1
c) 2
d) 3
View Answer","Answer: c
Explanation: Both of the client library routines named ‘mysql_init()’ and ‘mysql_real_connect()’ return a pointer to the connection handler in order to indicate success and NULL to indicate failure."
"8. Which of the following does not return a value?a) 0
b) 1
c) 2
d) 3
View Answer","Answer: b
Explanation: It is not necessary that every Application Programming Interface call would return a value. For example, the client routine named ‘mysql_close()’ returns void, that is, it does not return a value."
"9. What is the general statement-issuing routine?
a) mysql_real_query()
b) mysql_query_real()
c) mysql_image_query()
d) mysql_query_image()
View Answer","Answer: a
Explanation: The general statement-issuing routine is mysql_real_query(). The statement is provided as a counted string (a string plus a length). The length of the statement string must be kept track of."
"10. The most restrictive among the following is ______________a) mysql_query()
b) mysql_real_query()
c) same
d) machine dependent
View Answer","Answer: a
Explanation: The statement-issuing function other than ‘mysql_real_query()’ is ‘mysql_query()’. It is more restrictive in what it allows in the statement string although it is often easier to use."
"1. The option that specifies the data directory location at server startup is ______________
a) –data
b) –data_dir
c) –data-dir
d) –datadir
View Answer","Answer: d
Explanation: At the server startup the data directory location is specified by using a ‘–datadir=dir_name’ option. It is helpful for naming a location other than the compiled in default."
"2. The datadir variable value can be seen using ______________
a) SHOW VARIABLES
b) DISP VARIABLES
c) CONNECT VARIABLES
d) SHOW VARIABLE
View Answer","Answer: a
Explanation: The data directory location is checked by the ‘datadir’ variable. It can be obtained using a ‘SHOW VARIABLES’ statement or a ‘mysqladmin’ variables command, like: SHOW VARIABLES LIKE ‘datadir’."
"3. Which data directory subdirectory provides the information used to inspect the internal execution of the server at runtime.
a) mysql
b) performance_schema
c) sys
d) nbdinfo
View Answer","Answer: b
Explanation: The ‘performance_schema’ directory corresponds to the Performance Schema. It provides information used to inspect the internal execution of the server at runtime. The ‘sys’ directory maps to ‘nbdinfo’."
"4. Which data directory subdirectory corresponds to the nbdinfo database?
a) mysql
b) performance_schema
c) sys
d) nbdinfo
View Answer","Answer: b
Explanation: The sys directory corresponds to the sys schema. It provides a set of objects to interpreting Performance Schema information. The ‘performance_schema’ directory corresponds to the Performance Schema."
"5. Encrypted connections can be established using ______________
a) exec_stmt_ssl
b) exec_ssl_stmt
c) exec_stmnt_ssl
d) exec_ssl_stmnt
View Answer","Answer: a
Explanation: For the ‘exec_stmt_ssl’ to work properly, MySQL must have been built with SSL support, and the server must be started with the proper options that identify its certificate and key files."
"6. What is exec_stmt_ssl written in?
a) C++
b) C
c) Python
d) Perl
View Answer","Answer: b
Explanation: In MySQL, the ‘sampdb’ distribution contains a source file named ‘exec_stmt_ssl.c’ from which the client program ‘exec_stmt_ssl’ can be built. There is a procedure to build this file."
"7. What is the embedded server library containing the MySQL server linkable into applications?
a) libmysqla
b) libmysqlb
c) libmysqlc
d) libmysqld
View Answer","Answer: d
Explanation: MySQL includes an embedded server library, libmysqld, containing the MySQL server in a way that can be linked into applications. This enables the production of MySQL-based standalone applications."
"8. What is the embedded server library when building from source enabled by?
a) –with-embedded-server
b) –with-server-embedded
c) –with-embedded-library
d) –with-library-embedded
View Answer","Answer: a
Explanation: While building from the source, the embedded server library is enabled by using the option ‘–with-embedded-server’ while running ‘configure’. This applies equally to MySQL 5.0 and 5.1."
"9. Multiple statement execution is not enabled by default.
a) True
b) False
View Answer","Answer: a
Explanation: The ‘multiple-statement’ execution is not enabled by default, so the server must be told that it is intended to be used. There are two ways to tell the server to enable the execution."
"10. An embedded application includes the server side and client side.
a) True
b) False
View Answer","Answer: a
Explanation: In MySQL, an embedded application includes both a client side and a server side, in order that it can process one group of options for the client and another group for the server."
"1. Each database has a data directory located under database directory.
a) True
b) False
View Answer","Answer: b
Explanation: In MySQL, each database has a database directory that is located under the data directory. The tables, views and triggers within a database correspond to files in the database directory."
"2. In the database directory of the database each view and trigger object is associated with how many files?
a) 0
b) 1
c) 2
d) 3
View Answer","Answer: b
Explanation: Each view and trigger object is associated with one file in the database directory of the database containing that object. A view consists of a .frm file that contains the view definition."
"3. What is the maximum number of characters allowed for a database name to have?
a) 16
b) 32
c) 64
d) 128
View Answer","Answer: c
Explanation: MySQL allows the database names and the table names to be a maximum of 64 characters long. The length of these names is also bound by the length allowed by the operating system on the machine."
"4. The data directory subdirectory that corresponds to the nbdinfo database is ______________
a) mysql
b) performance_schema
c) sys
d) nbdinfo
View Answer","Answer: b
Explanation: The sys directory corresponds to the sys schema. It provides a set of objects to interpret Performance Schema information. The ‘performance_schema’ directory corresponds to the Performance Schema."
"5. Which of these is preferred when stored procedures are not being used?a) CLIENT_MULTI_STATEMENTS
b) mysql_set_server_option()
c) any of the two
d) neither of the two
View Answer","Answer: c
Explanation: If the program does not use stored procedures anyone is suitable. If the program uses stored procedures and invokes a ‘CALL’ statement that returns a result set, the first method is better."
"6. mysql_next_result() does not return.
a) True
b) False
View Answer","Answer: b
Explanation: The function ‘mysql_next_result()’ returns a status and initiates retrieval of the next set if more results are available. The status is zero if more results are available and -1 if not."
"7. The option that executes all SQL statements in a SQL script irrespective of the number of errors is ______________
a) –ensure
b) –force
c) –violent
d) –run
View Answer","Answer: b
Explanation: If SQL queries in a file are run using mysql in batch mode, mysql either quits after the first error. If the –force option is specified all the queries are executed indiscriminately."
"8. What is the synonym for CHARACTER SET?
a) CSET
b) CHSET
c) CHARSET
d) CHCSET
View Answer","Answer: c
Explanation: ‘CHARACTER SET’ can be abbreviated into ‘CHARSET’ and can be used in the same contexts and statements where ‘CHARACTER SET’ is used. ‘charset’ is the server-supported character set."
"9. What is the statement used to select a default database?
a) USE
b) CREATE
c) DROP
d) SCHEMA
View Answer","Answer: a
Explanation: MySQL has the facility to use various statements specifically at the database level. For selecting a default database, the keyword or clause used is the ‘USE’ statement."
"1. Symlink is an applicable relocation method for ______________
a) entire data directory
b) individual database tables
c) server PID file
d) log files
View Answer","Answer: b
Explanation: Symlink is an applicable relocation method for the individual database tables. However, the startup option is better suited relocation method for server PID file and the log files."
"2. For which of these is the startup option best suited?
a) entire data directory
b) individual database tables
c) server PID file
d) individual database directories
View Answer","Answer: c
Explanation: The startup option is better suited relocation method for server PID file and the log files, while symlink is an applicable relocation method for the individual database tables."
"3. Before relocation of database, the server should be stopped if running.
a) True
b) False
View Answer","Answer: a
Explanation: The server always looks for the database directories in the data directory. The only way to relocate a database is by the symlink method. The server should be stopped if running."
"4. When relocating an individual table, the table to be relocated should be ______________
a) MyISAM
b) InnoDB
c) TRANSACTION
d) ENGINE
View Answer","Answer: a
Explanation: The relocation of an individual table is supported only under certain limited circumstances. When relocating an individual table, the table to be relocated should be a MyISAM table."
"5. What is the special database that always exists after setting up MySQL on a computer?
a) sampdb
b) mysql
c) information_schema
d) readme_db
View Answer","Answer: c
Explanation: After installation of MySQL, ‘information_schema’ is the special database that always exists. ‘mysql’ can be seen depending on access rights. It holds the grant tables. ‘sampdb’ and ‘readme_db’ do not exist by default."
"6. What is InnoDB in the following MySQL code?a) database name
b) table name
c) reference engine
d) storage engine
View Answer","Answer: d
Explanation: ‘InnoDB’ is the name of the ‘storage engine’ for the above table. The ‘ENGINE’ clause is used to specify the name of the storage engine that MySQL should use to handle the table being created. MySQL has several storage engines with its own properties."
"7. What is the table name in the following SQL code?a) student
b) VALUES
c) Kyle
d) M
View Answer","Answer: a
Explanation: The ‘INSERT INTO’ clause here inserts a row in the table named ‘student’. The table has three fields. The first field or attribute value in the row/tuple is ‘Kyle’. The second attribute value is ‘M’ and the last attribute is set to NULL."
"8. In which file are the statements entered in ‘mysql’ saved?
a) .mysql_queries
b) .queries
c) .mysql_history
d) .history
View Answer","Answer: c
Explanation: Statements entered in ‘mysql’ are stored in the file named ‘.mysql_history’. This file is located in the home directory itself. The SQL statements can be directly pasted into this file."
"9. Mysql cannot be used to execute script files.
a) True
b) False
View Answer","Answer: b
Explanation: Mysql is capable of reading input from a file in batch mode. This is also known as the non-interactive mode. A lot of typing and time can be saved when commands are stored in a file and executed from a file."
"10. Which command is used to make a script file ‘run_me.sh’ executable?
a) chmod +e run_me.sh
b) chmod +a run_me.sh
c) chmod +y run_me.sh
d) chmod +x run_me.sh
View Answer","Answer: d
Explanation: The command name ‘chmod’ stands for ‘change mode’. It is used to define the way a file can be accessed. To make the script file ‘run_me.sh’ executable, the chmod command is used."
"1. The superuser account of the grant tables in the mysql database is called ______________
a) super
b) prime
c) root
d) leaf
View Answer","Answer: c
Explanation: The root accounts are superuser accounts intended for administrative purposes. The root accounts have the privileges and to delete all the databases and shutting down the server."
"2. Which script initializes the data directory during installation?
a) mysql_install_db
b) mysql_install_dbm
c) mysql_init_db
d) mysql_init_dbm
View Answer","Answer: a
Explanation: The data directory is initialized during the installation by ‘mysql_install_db’. If MySQL is installed on Linux from RPM packages then ‘mysql_install_db’ is run automatically."
"3. Anonymous accounts have user name ______________
a) root
b) blank
c) super
d) prime
View Answer","Answer: b
Explanation: Anonymous accounts have user name left blank. The main benefit of removing the anonymous user accounts is it significantly simplifies the task of setting up non-anonymous accounts."
"4. For REVOKE statements, the server automatically rereads the grant tables.
a) True
b) False
View Answer","Answer: a
Explanation: For the ‘REVOKE’ and ‘DROP USER’ statements, the server automatically re-reads the grant tables and no FLUSH PRIVILEGES statements are needed. Hence the grant tables are re-read."
"5. What does the default case sensitivity of database and table names depend on?
a) SQL server
b) Server SQL mode
c) Operating system of machine
d) Does not depend on anything
View Answer","Answer: c
Explanation: The default case sensitivity imposes a dependency on the operating system of the machine on which the MySQL server is running. Windows does not treat database and table names as case sensitive unlike Unix."
"6. The case sensitive among these is ______________
a) Stored function name
b) Stored procedure name
c) Trigger name
d) Event name
View Answer","Answer: c
Explanation: The stored functions and stored procedure names in MySQL are not case sensitive. Event names are also not case sensitive. Unlike the standard SQL, the trigger names in MySQL is case sensitive."
"7. The variable used to set table alias names as non case sensitive is ______________
a) lower_case_table_names
b) lower_case_all
c) lower_case_alias
d) lower_case_aliases
View Answer","Answer: a
Explanation: In MySQL, by default the alias names are case sensitive. An alias can hence be specified in any letter case, upper, lower or mixed. If the variable ‘lower_case_table_names’ is non zero, the alias names of tables are not case sensitive."
"8. The clause that can be used to sort string values according to a specific collation is ______________
a) SORT
b) GROUP
c) FILTER
d) COLLATE
View Answer","Answer: d
Explanation: The ‘COLLATE’ operator can be used to sort the string values according to a specific collation. For example, ‘SELECT col FROM tbl ORDER BY col COLLATE latin1_swedish_ci’ sorts by Swedish collation."
"9. The statement used to find out which character sets are available is ______________
a) SHOW CHARACTER SET
b) SHOW COLLATION
c) SHOW CHARACTER SETS
d) SHOW COLLATIONS
View Answer","Answer: a
Explanation: It is simple to determine the character sets and collations that are available in MySQL. ‘SHOW CHARACTER SET’ shows the character sets while ‘SHOW COLLATION’ shows the collations."
"10. The collations this statement lists are ______________a) names beginning with utf8
b) names ending with utf8
c) names containing utf8% anywhere
d) names ending in utf8%
View Answer","Answer: a
Explanation: The character set ‘utf8’ is used for the Unicode character set 8. The ‘LIKE’ keyword does the job of narrowing the search space to refer to only those names that begin with ‘utf8’."
"1. The error log file has a suffix ______________
a) .err
b) .er
c) .error
d) .log
View Answer","Answer: a
Explanation: In Windows, by default, the error log is located in the ‘C:\Program Files\MySQL\MySQL Server 5.7\data’ directory. It is the file with a suffix of .err, or may be specified by passing in the ‘–log-error’ option."
"2. The option which finds the startup options supported by the server through mysqld is ______________
a) –verbose
b) –vertex
c) –startup
d) –shutdown
View Answer","Answer: a
Explanation: The statement ‘mysqld –verbose –help’ is used for finding out all the startup options that are supported by the server. It is possible to run the server manually or automatically."
"3. Server startup can also be done by the ______________
a) option file
b) log file
c) error file
d) system file
View Answer","Answer: a
Explanation: The options are listed in an option file. Options specified in this way are given one per line. Only the long option form can be used and it is written without the leading dashes."
"4. It is required to have an access privilege for a database before selecting it with ‘USE’.
a) True
b) False
View Answer","Answer: a
Explanation: In order to select a database as the default database for the MySQL server using the ‘USE’ statement, some access privilege for the database needs to be granted or attained."
"5. The keyword used to create a database is __________
a) CREATE
b) SET
c) SETUP
d) LINK
View Answer","Answer: a
Explanation: The statement ‘CREATE DATABASE database_name;’ is used to create a database with the name ‘database_name’. A database qualifier should be used to specify the full name of the database."
"6. Which file is created by the server to store the database attributes?
a) db.otp
b) dp.zip
c) db.opt
d) db.cls
View Answer","Answer: c
Explanation: Whenever a database is created in MySQL, the MySQL server creates a directory with the same name as the database. It creates the file db.opt to store the attributes."
"7. What is the default storage engine?
a) EXAMPLE
b) ARCHIVE
c) MyISAM
d) NDB
View Answer","Answer: c
Explanation: MySQL comes with multiple storage engines. The default storage engine used is ‘MyISAM’. ‘EXAMPLE’ is the stub storage engine, NDB is the storage engine for MySQL Cluster."
"8. The name of the format file for a table named my_tbl is __________
a) my_tbl.fmt
b) my_tbl.frm
c) my_tbl.fmr
d) my_tbl.ftm
View Answer","Answer: b
Explanation: Every time a table is created in MySQL, it creates a disk file containing the format of the table. It has two components, namely, base name (here, ‘my_tbl’) and an extension (here, ‘frm’)."
"9. In the CREATE TABLE statement, the engine name specified is case insensitive.
a) True
b) False
View Answer","Answer: a
Explanation: Suppose a table is created using the following statement: ‘CREATE TABLE my_tbl (…..) ENGINE = InnoDB;’. The engine name ‘InnoDB’ used is always case insensitive."
"1. The server listens on a network port for TCP/IP connections unless started with the option ______________
a) –networking
b) –skip-networking
c) –skip-networks
d) –quit-networking
View Answer","Answer: b
Explanation: On all the platforms the server listens on a network port for the TCP/IP connections, unless and until it is started with the –skip-networking option. The default port number is 3306."
"2. Which option is used to specify to the server the IP number of the server host on which the server should listen?
a) –verbose
b) –bind-address
c) –startup
d) –shutdown
View Answer","Answer: b
Explanation: If the server host has more than one IP number, the server can be specified the one that it should use when listening for connections by starting it with a ‘–bind-address’ option."
"3. The option used to specify the socket file pathname is ______________
a) –socket
b) –pathtosocket
c) –path_socket
d) –socket_pathfile
View Answer","Answer: a
Explanation: The default socket file usually is ‘/tmp/mysql.sock’. Operating system distributions that include MySQL often use a different location. The –socket option is used to specify explicitly."
"4. MySQL supports shared-memory connections on Windows.
a) True
b) False
View Answer","Answer: a
Explanation: MySQL supports shared memory connections on Windows. This capability is disabled by default. In order to enable it, the server is started with the ‘–shared-memory’ option."
"5. INFORMATION_SCHEMA is not based on the SQL standard.
a) True
b) False
View Answer","Answer: b
Explanation: ‘INFORMATION_SCHEMA’ is another way to access information about the databases and their objects (metadata). It is based on the ‘SQL standard’, although some content is MySQL-specific."
"6. The disk data that the FILES table in INFORMATION_SCHEMA stores is ____________
a) NDB
b) NBD
c) NBK
d) NCD
View Answer","Answer: a
Explanation: The ‘INFORMATION_SCHEMA’ is a method to access information about the databases and its objects known as metadata. It has various tables that can be viewed with ‘SHOW’ statement."
"7. In which table of INFORMATION_SCHEMA is the information about table index characteristics stored?
a) FILES
b) STATISTICS
c) SCHEMATA
d) VIEWS
View Answer","Answer: b
Explanation: The ‘STATISTICS’ table in the ‘INFORMATION_SCHEMA’ stores information about the table index characteristics. ‘INFORMATION_SCHEMA’ is responsible for storing database metadata."
"8. What is the join where all possible row combinations are produced?
a) INNER JOIN
b) OUTER
c) NATURAL
d) CARTESIAN
View Answer","Answer: d
Explanation: In ‘cartesian product’, each row of each table is combined with each row in every other table to produce all possible combinations. This produces a very large number of rows since the number is the product of rows."
"9. What is the clause that filters JOIN results called?
a) WHERE
b) SORT
c) GROUP
d) GROUP BY
View Answer","Answer: a
Explanation: Sometimes the result of a join is very large and is not desirable. In these cases, the results can be filtered with the help of the ‘WHERE’ clause which is followed by a set of conditions."
"10. What are CROSS JOIN and JOIN are similar to?
a) INNER JOIN
b) NATURAL JOIN
c) OUTER JOIN
d) CARTESIAN JOIN
View Answer","Answer: a
Explanation: The joins ‘CROSS JOIN’ and ‘JOIN’ types are exactly similar to the ‘INNER JOIN’. The statements containing ‘INNER JOIN’ can replace it with ‘CROSS JOIN’ or ‘JOIN’ to get exactly the same result."
"1. The grant table that stores users who can connect to the server and their global privileges are ______________
a) user
b) db
c) tables_priv
d) procs_priv
View Answer","Answer: a
Explanation: The grant table ‘user’ stores the users who can connect to the server and their global privileges. ‘db’ has the database privileges records. ‘tables_priv’ has table privileges."
"2. The stored-routine privileges are contained in ______________
a) user
b) db
c) tables_priv
d) procs_priv
View Answer","Answer: d
Explanation: ‘procs_priv’ stores stored-routine privileges. The grant table ‘user’ stores the users who can connect to the server and their global privileges. ‘db’ has the database privileges records."
"3. The statement used to obtain access privileges to an account is ______________
a) OBTAIN
b) GET
c) GRANT
d) NEED
View Answer","Answer: c
Explanation: If the named account exists, ‘GRANT’ modifies its privileges. If the account does not exist, ‘GRANT’ creates it with the given privileges. It is used to obtain access privileges."
"4. MySQL does not support the shared-memory connections on Windows.
a) True
b) False
View Answer","Answer: b
Explanation: MySQL supports shared memory connections on Windows. This capability is disabled by default. In order to enable it, the server is started with the ‘–shared-memory’ option."
"5. Usage of aggregates in WHERE clause is disallowed.
a) True
b) False
View Answer","Answer: a
Explanation: The usage of aggregates inside ‘WHERE’ clauses is not allowed. For example, the following statement will not work: ‘SELECT * FROM my_table WHERE attribute_name = MAX(attribute_name)’, because the MAX value is not known yet."
"6. The operators used when a subquery returns multiple rows to be evaluated in comparison to the outer query are _____________
a) IN and NOT IN
b) EXISTS and NOT EXISTS
c) OUTER JOIN and INNER JOIN
d) LEFT JOIN and RIGHT JOIN
View Answer","Answer: a
Explanation: When there is a need to evaluate multiple rows in comparison to the outer query, the ‘IN’ and ‘NOT IN’ operators are used. They are used for testing whether a comparison value is present in a set of values."
"7. The ALL subquery performs the operation _____________
a) row
b) column
c) table
d) database
View Answer","Answer: b
Explanation: The operators ‘ALL’ and ‘ANY’ are used to perform operations on columns. They are used in conjunction with a comparison operator in order to test the result of a column subquery."
"8. The following MySQL statement is valid.a) True
b) False
View Answer","Answer: a
Explanation: Even if the columns ‘xyz’ and ‘def’ have different data types, the results from these columns are placed into the column ‘xyz’. The data types can be determined from the values in the columns."
"9. The keyword used with UNION that does not retain duplicate rows is _____________
a) ALL
b) NARROW
c) STRICT
d) DISTINCT
View Answer","Answer: d
Explanation: The keyword ‘DISTINCT’ used along with ‘UNION’ is synonymous with just the ‘UNION’ statement. It produces only the distinct rows from the combination of the two tables in the SELECT query."
"10. The keyword used with UNION that retains duplicate rows is ______________
a) ALL
b) NARROW
c) STRICT
d) DISTINCT
View Answer","Answer: a
Explanation: The keyword ‘ALL’ used along with ‘UNION’ is not synonymous with just the ‘UNION’ statement. It produces the duplicate rows, if they exist, from the combination of the two tables in the SELECT query."
"1. The log that contains a record of server startups and shutdowns and the messages about exceptional conditions is ______________
a) error log
b) general query
c) slow query log
d) binary log
View Answer","Answer: a
Explanation: The error log contains a record of server startups and shutdowns and the messages about problems or exceptional conditions. If the server fails to start this log provides the help."
"2. The log that identifies statements that may be in need of being rewritten for better performance is ______________
a) error log
b) general query
c) slow query log
d) binary log
View Answer","Answer: c
Explanation: The purpose of the slow-query log is to help the identification of statements that may be in need of being rewritten for better performance. This helps in query optimizations."
"3. The default value in seconds in the system variable ‘long_query_time’ is ______________
a) 5
b) 10
c) 20
d) 60
View Answer","Answer: b
Explanation: The server maintains a ‘long_query_time’ system variable that defines slow queries (10 seconds by default). If a query takes more than these seconds of real time it is considered slow."
"4. The logging option to enable binary log index file is ______________
a) –log-bin-index
b) –bin-log-index
c) –index-log-bin
d) –index-bin-log
View Answer","Answer: a
Explanation: The ‘–log-bin-index’ is the logging option that enables the binary log index file. ‘–log-error’ enables the error log file. Similarly, –log enables the general log file."
"5. Usage of aggregates in WHERE clause is not allowed.
a) True
b) False
View Answer","Answer: a
Explanation: The usage of aggregates inside ‘WHERE’ clauses is not allowed. For example, the following statement will not work: ‘SELECT * FROM my_table WHERE attribute_name = MAX(attribute_name)’, because the MAX value is not known yet."
"6. The operators that are used when a subquery returns multiple rows to be evaluated in comparison to the outer query are _____________
a) IN and NOT IN
b) EXISTS and NOT EXISTS
c) OUTER JOIN and INNER JOIN
d) LEFT JOIN and RIGHT JOIN
View Answer","Answer: a
Explanation: When there is a need to evaluate multiple rows in comparison to the outer query, the ‘IN’ and ‘NOT IN’ operators are used. They are used for testing whether a comparison value is present in a set of values."
"7. The ALL subquery performs operations on _____________
a) row
b) column
c) table
d) database
View Answer","Answer: b
Explanation: The operators ‘ALL’ and ‘ANY’ are used to perform operations on columns. They are used in conjunction with a comparison operator in order to test the result of a column subquery."
"8. What is the kind of delete when deletion of an employee from the table also deletes that employee from another table?
a) transparent
b) concrete
c) elaborate
d) cascaded
View Answer","Answer: d
Explanation: In MySQL, a cascaded delete and update are possible where records can be deleted from multiple tables. These tables are related with the help of foreign keys. Foreign keys make table updates flexible."
"9. The storage engine in MySQL that provides foreign key support is ___________
a) TRANSACTION
b) InnoDB
c) MyISAM
d) MEMORY
View Answer","Answer: b
Explanation: In MySQL, there are a list of storage engines to choose from. Each storage engine provides its own set of facilities. The foreign key facilities are provided by the InnoDB storage engine."
"10. What is the property of InnoDB that enforces foreign key relationships stay intact?
a) atomicity
b) durability
c) consistency
d) referential integrity
View Answer","Answer: d
Explanation: The storage engine responsible for providing foreign key support is InnoDB. It enforces that the rules guarantee the foreign key relationship stays intact with no mismatching of data."
"1. Which mode exists at both global level and session-specific level?
a) sql_mode
b) key_buffer_size
c) server_mode
d) query_mode
View Answer","Answer: a
Explanation: The system variable ‘sql_mode’ that indicates the default SQL mode is an example of a variable that exists at both the global and session levels. This mode affects several aspects of SQL statement processing."
"2. Which system variable determines the number of rows from INSERT DELAYED statements that can be queued per table?
a) fast_queue_size
b) general_queue_size
c) slow_queue_size
d) delayed_queue_size
View Answer","Answer: d
Explanation: The system variable ‘delayed_queue_size’ determines the number of rows from INSERT DELAYED statements that can be queued per table (for the storage engines that support DELAYED inserts)."
"3. The largest value to which the variable ‘max_allowed_packet’ can be set is ______________
a) 1GB
b) 2GB
c) 4GB
d) 8GB
View Answer","Answer: a
Explanation: The ‘max_allowed_packet’ stores the maximum size to which the buffer used for client communications can grow. The largest value to which ‘max_allowed_packet’ variable can be set is 1GB."
"4. Increasing the value of which system variable enables mysqld to keep more tables open simultaneously?
a) table_cache
b) max_connect
c) delayed_queue_size
d) max_allowed_packet
View Answer","Answer: a
Explanation: The ‘table_cache’ stores the size of the table cache. Increasing the value enables ‘mysqld’ to keep more tables open simultaneously by reducing the number of files open and close operations."
"5. The keyword used with UNION that retains duplicate rows is ___________
a) ALL
b) NARROW
c) STRICT
d) DISTINCT
View Answer","Answer: a
Explanation: The keyword ‘ALL’ used along with ‘UNION’ is not synonymous with just the ‘UNION’ statement. It produces the duplicate rows, if they exist, from the combination of the two tables in the SELECT query."
"6. The search mode that uses natural language search as a subroutine is ____________
a) Natural language
b) Boolean mode
c) Query expansion
d) Cross mode
View Answer","Answer: c
Explanation: The query expansion search occurs in two phases. The natural language search is applied in the first phase. Query expansion search is one of the three modes of fulltext searching."
"7. For what can the FULLTEXT indexes be created for?
a) MyISAM
b) InnoDB
c) MEMORY
d) TRANSITION
View Answer","Answer: a
Explanation: Full-text searches are based on the FULLTEXT indexes. They can be created for MyISAM tables only. In MySQL, a full text search enables to look for words or phrases without using pattern-matching operations."
"8. A FULLTEXT index can be created for multiple columns.
a) True
b) False
View Answer","Answer: a
Explanation: In MySQL, a full-text search is based on the FULLTEXT indexes. A FULLTEXT index can be created both for a single column and for multiple columns. Searching is possible across columns."
"1. For which of these storage engines are configuration options always built?
a) Falcon
b) FEDERATED
c) InnoDB
d) MyISAM
View Answer","Answer: d
Explanation: The configuration options for the storage engine ‘MyISAM’ are always built. The runtime options for MyISAM are also always enabled. For the others, runtime options are explicitly enabled."
"2. The storage engine for which the runtime options are always enabled is ______________
a) Falcon
b) FEDERATED
c) InnoDB
d) MEMORY
View Answer","Answer: d
Explanation: The configuration options for the storage engine ‘MEMORY’ are always built. The runtime options for ‘MEMORY’ are also always enabled. For the others, runtime options are explicitly enabled byt specifications."
"3. The most important configurable resource for MyISAM is ______________
a) key cache
b) memory cache
c) time cache
d) speed cache
View Answer","Answer: a
Explanation: For the index processing, ‘MyISAM’ manages its own key cache, which is the most important configurable resource for the MyISAM storage engine. It is used for index based retrievals and sorts."
"4. Which system variable enables mysqld to keep more tables open simultaneously?
a) table_cache
b) max_connect
c) delayed_queue_size
d) max_allowed_packet
View Answer","Answer: a
Explanation: The ‘table_cache’ stores the size of the table cache. Increasing the value enables ‘mysqld’ to keep more tables open simultaneously by reducing the number of files open and close operations."
"5. xyz in the following MySQL statement is __________a) table
b) column
c) view
d) database
View Answer","Answer: c
Explanation: A ‘View’ is created in MySQL by writing the clause ‘CREATE VIEW’ followed by the view name. Then follows the list of column names of the table that are to be presented as the view."
"6. abc in the following MySQL statement is ____________a) row name
b) column name
c) view
d) database
View Answer","Answer: b
Explanation: Column names for a view can be explicitly provided in the ‘CREATE VIEW’ clause itself. It presents the table view with the aliased column names instead of the original column names."
"7. How can a view refer to multiple tables?
a) UNION
b) JOIN
c) GROUP
d) SELECT
View Answer","Answer: b
Explanation: In MySQL, a ‘View’ can refer to multiple tables. This makes it a lot simpler to execute the queries involving joins. When a selection is made from the view, the join is executed producing the results."
"8. What is the mantissa in -1.58E5?
a) -1.58
b) 1.58
c) E
d) 5
View Answer","Answer: a
Explanation: In MySQL, the scientific notation for real numbers is possible. Some values are represented as floating point numbers in scientific notation consisting of a mantissa and exponent."
"9. What is the precision of BIGINT?
a) 32
b) 64
c) 128
d) 16
View Answer","Answer: b
Explanation: In MySQL, for the expressions containing only exact values that are all integers, the evaluation uses BIGINT (64 – bit) precision. MySQL evaluates expressions using exact/approximate math."
"10. How many digits is the DECIMAL used for expressions containing only exact values with fractional part?
a) 32
b) 64
c) 65
d) 16
View Answer","Answer: c
Explanation: In MySQL, for the expressions containing only exact values and where one or more values have a fractional part, the DECIMAL arithmetic is used with digits of precision equal to 65."
"1. The LOCAL capability for LOAD DATA does not need to be enabled explicitly.
a) True
b) False
View Answer","Answer: a
Explanation: The ‘LOCAL’ capability for the ‘LOAD DATA’ statement does not need to be enabled explicitly. It can be controlled at build time and at runtime. This can be achieved in two ways."
"2. The LOCAL capability for client library is enabled by ______________
a) –enabled-local-file
b) –enable-local-infile
c) –enable-global-file
d) –enable-local-file
View Answer","Answer: b
Explanation: At build time LOCAL capability for the client library can be enabled or disabled by default. The ‘–enable-local-infile’ or ‘–disable-local-infile’ option is used when running configure."
