,Question,Answer
494,"5. Point out the wrong statement.
a) Heap inserts are typically slower than using a clustered index
b) Use partitions and partition SWITCH command; i.e., load a work table that contains a single partition and SWITCH it into the main table after you build the indexes and put the constraints on
c) Use the NOLOCK or TABLOCK hints to remove locking overhead
d) Use a commit size of <5000 to avoid lock escalation when inserting; note that in SQL Server 2008 you can now enable/disable lock escalation at the object level, but use this wisely
View Answer","Answer: a
Explanation: For using Heap inserts, you may want to drop indexes and rebuild if you are changing a large part of the destination table; you will want to test your inserts both by keeping indexes in place and by dropping all indexes and rebuilding to validate."
495,"6. Which of the following error message indicates that the package cannot run in SSIS?
a) DTS_E_CANTINSERTCOLUMNTYPE
b) DTS_E_CACHELOADEDFROMFILE
c) DTS_E_CANNOTCONVERTBETWEENUNICODEANDNONUNICODESTRINGCOLUMN
d) DTS_E_CONNECTIONREQUIREDFORMETADATA
View Answer","Answer: a
Explanation: Cache Transform transformation is trying to write data to the in-memory cache."
496,"7. Which of the following is the event logged by the Integration Services?
a) SQLISService_255
b) SQLISService_256
c) SQLISService_155
d) SQLISService_156
View Answer","Answer: b
Explanation: SQLISService_256 event indicates that the service is about to start."
497,"8. Purpose of SQLISPackage_12546 event in SQLIS package is to _____________
a) Indicate that a package started
b) Indicate that a task or other executable in a package has finished its work
c) Indicate that a warning message was raised in a package
d) All of the mentioned
View Answer","Answer: b
Explanation: SQLISPackage_12288 indicates that a package started."
498,"9. A basic package in SSIS includes the following elements?
a) T-SQL flow elements
b) Control flow elements
c) DataSet flow statements
d) None of the mentioned
View Answer","Answer: b
Explanation: Control flow elements perform various functions, provide structure and control the order in which elements run."
499,"10. Which of the following evaluation operation is provided in SSIS?
a) A constraint that uses only the execution result of the precedence executable to determine whether the constrained executable runs
b) An expression that is evaluated to determine whether the constrained executable runs
c) An expression and a constraint that combines the requirements of execution results of the precedence executable
d) All of the mentioned
View Answer","Answer: d
Explanation: The expression must be a valid SSIS expression, and it can include functions, operators, and system and custom variables."
500,"1. The __________ is an Access add-in program that provides data analysis tools for financial analysis.
a) Analysis ToolPak
b) Analysis Tool
c) Analysis ToolSQL
d) All of the mentioned
View Answer","Answer: a
Explanation: Analysis ToolPak is used for complex, statistical analyses."
501,"2. Point out the correct statement.
a) SSMS for Access converts Access database objects to SQL Server or SQL Azure database object
b) Use the CONVERSION page of the Project Settings dialog box to specify how much data appears on the Data tab
c) SSMA for Access converts Access database objects to SQL Server or SQL Azure database object
d) None of the mentioned
View Answer","Answer: c
Explanation: SSMA loads those objects into SQL Server or SQL Azure, and then migrates data from Access to SQL Server or SQL Azure. "
502,"3. When you _______ an Access table from a SQL Server, SSMA restores the original Access table and its data.
a) link
b) unlink
c) import
d) all of the mentioned
View Answer","Answer: b
Explanation: If you have linked the Access tables to one SQL Server instance, and then you want to change the links to another instance, you must relink the tables."
503,"4. __________ is a tool for migrating databases from Microsoft Access versions 97 through 2010 to Microsoft SQL Server 2005.
a) SSAM
b) SSMA
c) SSMS
d) SSAS
View Answer","Answer: b
Explanation: SSMA stands for Microsoft SQL Server Migration Assistant for Access. "
504,"5. Point out the wrong statement.
a) SQL Server Migration Assistant is an environment that helps you quickly migrate Access databases to SQL Server or SQL Azure
b) By using SSMA, you can review Access and SQL Server or SQL Azure database objects
c) When you link an Access table to a SQL Server, SQL Server database engine stores connection information and table metadata
d) None of the mentioned
View Answer","Answer: c
Explanation: Jet database engine stores connection information and table metadata."
505,"6. Which is the most serious issue after migration of access database to SQL Server?
a) Auto-increment columns are not updated until the record is updated
b) Slow performance with linked tables
c) New records are not available
d) You cannot modify a linked table schema with Access
View Answer","Answer: b
Explanation:  Some queries might be slow after upsizing."
506,"7. Which of the following option is used to find database objects by using filter criteria?
a) Advanced Object Select dialog box
b) Advanced find Select dialog box
c) Advanced filter Select dialog box
d) Advanced Object and filter Select dialog box
View Answer","Answer: a
Explanation: Advanced Object Select dialog box first uses filter criteria to search for objects."
507,"8. Which of the following change took place in JULY 2014 release of SSMA?
a) Added support of MS SQL Server 2014
b) Set cascade actions for circular references to No Action
c) Fixed bugs regarding invisible report pages in IE 10
d) Highlighting of “well known” LOB schemas
View Answer","Answer: d
Explanation: This change was done so that they can be ignored in conversion."
508,"9. _________ shows information about Access databases that have been added to the project.
a) SQL Server Metadata Explorer
b) Access Metadata Explorer
c) Access Metadata Expl
d) None of the mentioned
View Answer","Answer: b
Explanation: SSMA contains two metadata explorers to browse and perform actions on Access and SQL Server or Azure SQL DB databases."
509,"10. Which of the following network protocol should be selected to enable IP address?
a) Udp
b) Named pipes
c) Tcp
d) None of the mentioned
View Answer","Answer: c
Explanation: You must restart the SQL Server service after making changes to network protocols."
510,"1. Which of the following tools is used for enterprise information management?
a) SSAS
b) SSIS
c) SSRS
d) All of the mentioned
View Answer","Answer: d
Explanation: SSAS, SSIS and SSRS are part of SQL Server Business Intelligence flagship product."
511,"2. Point out the correct statement.
a) SSIS provides a powerful, extensible platform for integrating data from various sources
b) DQS provides a central data hub that ensures that the integrity of information and consistency of data is constant across different applications
c) MDS enables you to cleanse, match, standardize, and enrich data, so you can deliver trusted information for business intelligence, a data warehouse, and transaction processing workloads
d) None of the mentioned
View Answer","Answer: a
Explanation: SQL Server Integration Services (SSIS) is a component of the Microsoft SQL Server database software that can be used to perform a broad range of data migration tasks."
512,"3. Which of the following SQL Server tools is used to enhance data management and governance?
a) SSIT
b) SSDT
c) OBEII
d) All of the mentioned
View Answer","Answer: b
Explanation: SSDT stands for SQL Server Data Tools and is available for data management and quality."
513,"4. Which is the more preferred way tool of effective data management strategy and decision making?
a) BIDS
b) SSMS
c) Excel
d) SSRS
View Answer","Answer:  a
Explanation: Business Intelligence Development Studio (BIDS) is the former IDE from Microsoft, and was used to develop data analysis and Business Intelligence solutions."
514,"5. Point out the wrong statement.
a) Spotlight is quality tool for SQL Server Enterprise
b) The BIDS paradigm for developing reports is based on the concept of distributed queries
c) GeoFlow is data management tool for SQL Server
d) All of the mentioned
View Answer","Answer: b
Explanation: The BIDS paradigm for developing reports is based on the concept of projects and solutions."
515,"6. Key component that help you build an EIM solution is ____________
a) SSRS
b) SSAS
c) SSIS
d) All of the mentioned
View Answer","Answer: c
Explanation: SQL Server Integration Services (SSIS) is a component of the Microsoft SQL Server database software that can be used to perform a broad range of data migration task."
516,"7. Which of the following data tools comes installed with SQL Server 2012?
a) SSAS
b) SSRS
c) DQS
d) All of the mentioned
View Answer","Answer: d
Explanation:  SQL Server data tools includes SSAS and SSRS."
517,"8. Which of the following action cannot be performed with MDS?
a) Create entities
b) Create attributes for your entities
c) Export members for your supporting entities
d) All of the mentioned
View Answer","Answer: c
Explanation: Begin populating your master data by using the staging process. You may want to start by importing the members for your supporting entities."
518,"9. Creation of  a Derived Hierarchy requires permission to ___________
a) System Administration
b) DQS
c) syschema
d) None of the mentioned
View Answer","Answer: a
Explanation: In Master Data Services, create a derived hierarchy when you want a level-based hierarchy that ensures that members exist at the correct level."
519,"10. Users need _________ permission to create collection model object in MDS.
a) Delete
b) Create
c) Update
d) Read
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: c
Explanation: Users can create collections in Master Data Manager if they have a minimum of Update permission to the collection model object and access to the Explorer functional area."
520,"1. Policy based management views are present in _________ database.
a) Master
b) Msdb
c) Tempdb
d) Model
View Answer","Answer: b
Explanation: Policy-Based Management has views for displaying information about Policy-Based Management policies."
521,"2. Point out the correct statement related to database configuration.
a) Enable Data File Growth for all the Databases Using Policy Based Management
b) Monitor Your SQL Server Linked Server Configurations with Policy Based Management
c) Configuring Alerts for SQL Server Policy Based Management
d) None of the mentioned
View Answer","Answer: a
Explanation: Data File Growth is related to database configuration."
522,"3. Which of the following is policy based management tip related to administration?
a) Evaluate and Implement Policies in Multiple SQL Server Instances
b) Identify SQL Server Databases Not in Full Recovery Model
c) SQL Server Policy Based Management Has Clustered Index Condition
d) None of the mentioned
View Answer","Answer: a
Explanation: Policy-Based Management is a system for managing one or more instances of SQL Server."
523,"4. Which of the following is Policy-based management view?
a) sys_policies
b) syspolicy_policies
c) syspolicy
d) all of the mentioned
View Answer","Answer: b
Explanation: syspolicy_policies displays one row for each Policy-Based Management policy in the instance of SQL Server."
524,"5. Point out the wrong statement.
a) When SQL Server policy administrators use Policy-Based Management, they use SQL Server Management Studio
b) SQL server has introduced policy management framework in 2005
c) SQL policy administrator uses SQL Server Management Studio to create policies that can handle entities on the server side like the SQL Server objects
d) MS SQL Server 2008 provides a very important feature for policy based administration
View Answer","Answer: b
Explanation: SQL server 2008 has introduced policy management framework, which is the latest technique for SQL server database engine."
525,"6. Policy based management view is owned by _______ schema.
a) dbo
b) db
c) dbos
d) all of the mentioned
View Answer","Answer: a
Explanation: All policy based views are owned by default."
526,"7. Which of the following column is a part of syspolicy_policies result?
a) name
b) root_condition_id
c) date_created
d) all of the mentioned
View Answer","Answer: d
Explanation: root_condition_id gives the ID of the condition enforced or tested by this policy."
527,"8. How many types of execution mode are present in syspolicy_policies?
a) 2
b) 3
c) 4
d) 5
View Answer","Answer: c
Explanation:  Various execution modes are 0, 1, 2 and 4."
528,"9. ____________ displays the condition expressions that were executed.
a) syspolicy_policy_execution
b) syspolicy_policy_execution_history_details
c) syspolicy_policy_execution_history
d) syspolicy_policy_group_subscriptions
View Answer","Answer: b
Explanation: syspolicy_policy_execution_history_details displays the condition expressions that were executed, the targets of the expressions, the result of each execution, and details about errors if any occurred. "
529,"10. Purpose of syspolicy_system_health_state in policy based management is ______________
a) Displays one row for each Policy-Based Management policy
b) Organize policies when you have many policies
c) Displays the time when policies were executed, the result of each execution, and details about errors if any occurred
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: a
Explanation: Use the syspolicy_system_health_state view to programmatically check the policy health of the server."
530,"1. SQL Server backup and restore operations occur within the context of the _______ model of the database.
a) backup
b) recovery
c) restore
d) none of the mentioned
View Answer","Answer: b
Explanation:  A recovery model is a database property that controls how transactions are logged."
531,"2. Point out the correct statement.
a) Backup models are designed to control transaction log maintenance
b) Restore models are designed to control transaction log maintenance
c) Recovery models are designed to control transaction log maintenance
d) None of the mentioned
View Answer","Answer: c
Explanation: Recovery Model is one of the mechanisms which controls and manages the growth of the transaction log file."
532,"3. How many types of recovery model is provided by SQL Server?
a) 2
b) 3
c) 4
d) 5
View Answer","Answer: b
Explanation: Three recovery models exist: simple, full, and bulk-logged."
533,"4. No log backups is a feature of __________ recovery model.
a) Simple
b) Full
c) Bulk-logged
d) All of the mentioned
View Answer","Answer: a
Explanation: Simple recovery model is the simplest of all and maintains only a minimum amount of information in the SQL Server transaction log file."
534,"5. Point out the wrong statement.
a) Managing databases with simple recovery model is much easier
b) Managing databases with full recovery model is much easier
c) Managing databases with bulk-logged recovery model is much easier
d) All of the mentioned
View Answer","Answer: a
Explanation: Manageability with Simple recovery model is much easier–no need to take transactional backups."
535,"6. Which of the following feature cannot be used in simple recovery mode?
a) Media recovery without data loss
b) Log shipping
c) Database mirroring
d) All of the mentioned
View Answer","Answer: d
Explanation: Operations that require transaction log backups are not supported by the simple recovery model."
536,"7. Which of the following recovery models requires log backups?
a) Simple
b) Full
c) Bulk
d) All of the mentioned
View Answer","Answer: b
Explanation: In full recovery model, no work is lost due to a lost or damaged data file and it can even recover to an arbitrary point in time."
537,"8. How many types of backups you can run when the data is in the “Full” recovery model?
a) 5
b) 6
c) 7
d) All of the mentioned
View Answer","Answer: b
Explanation: Six backups if full recovery model are Complete backup, Differential backup, File and/or Filegroup backup, Partial backup, Copy-Only backup, Transaction log backup."
538,"9. The _______ recovery model is a special-purpose model that works in a similar manner to the full recovery model.
a) Simple
b) Full
c) bulk-logged
d) None of the mentioned
View Answer","Answer: c
Explanation: Full Recovery and Bulk-Logged Recovery models provide the greatest protection for data."
539,"10. Which of the following statement is used for changing Recovery Model with T-SQL?
a) ALTER DATABASE
b) ALTER TABLE
c) ALTER COLUMN
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: a
Explanation: You can use ALTER DATABASE command with the SET RECOVERY option to change the recovery model of a database."
540,"1. Backing up your SQL Server database is essential for _______ your data.
a) protecting
b) preventing
c) replication
d) none of the mentioned
View Answer","Answer: a
Explanation: SQL Server offers many options for creating backups."
541,"2. Point out the correct statement.
a) Using differential backups can save available space
b) Using full backups can save available space
c) Using partial backups can save available space
d) None of the mentioned
View Answer","Answer: a
Explanation: Using differential backups can save available space and speed up the process of making frequent backups to decrease the risk of data loss."
542,"3. How many types of backups are provided by SQL Server?
a) 5
b) 6
c) 7
d) 8
View Answer","Answer: d
Explanation: DatabaseBackup is the SQL Server Maintenance Solution’s stored procedure for backing up databases."
543,"4. Features provided by SQL Server backups include ________________
a) Wire compression of data for optimal backup and restore time
b) Supports full and transaction log style backups
c) Backup of MS SQL Server databases without interrupting running MS SQL Server services
d) All of the mentioned
View Answer","Answer: d
Explanation: Secure and automated backup of your company’s databases with no downtime; easy to deploy and administer."
544,"5. Point out the wrong statement.
a) SQL Server 2003 Enterprise and later versions support compressing backups
b) SQL Server 2008 Enterprise and later versions support compressing backups
c) SQL Server 2000 Enterprise and later versions support compressing backups
d) All of the mentioned
View Answer","Answer: b
Explanation:  DatabaseBackup is supported on SQL Server 2005, SQL Server 2008, SQL Server 2008 R2, SQL Server 2012, and SQL Server 2014."
545,"6. Backup can occur while the database is in ___________ state.
a) Online
b) Offline
c) Restoring
d) All of the mentioned
View Answer","Answer: a
Explanation: Offline Data Cannot Be Backed Up."
546,"7. Which of the following is not a type of backup?
a) database backup
b) data backup
c) table backup
d) all of the mentioned
View Answer","Answer: c
Explanation: In order to select a proper SQL Server backup type, a SQL Server administrator needs to understand the difference between the major backup."
547,"8. _________ backups represent the whole database at the time the backup finished.
a) copy-only backup
b) database backup
c) data backup
d) all of the mentioned
View Answer","Answer: b
Explanation:  Differential database backups contain only changes made to the database since its most recent full database backup."
548,"9. Which of the following backups contain transaction logs?
a) copy-only backup
b) database backup
c) data backup
d) none of the mentioned
View Answer","Answer: d
Explanation: Log backup includes backup of transaction logs that includes all log records that were not backed up in a previous log backup."
549,"10. ____________ contains data from only some of the filegroups in a database.
a) copy-only backup
b) database backup
c) data backup
d) partial
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: d
Explanation: Partial backups consist of data in the primary filegroup, every read/write filegroup and any optionally-specified read-only files."
550,"1. The SQL Server Maintenance Solution comprises scripts for running __________ maintenance on all editions of Microsoft SQL Server.
a) backups
b) integrity checks
c) index
d) all of the mentioned
View Answer","Answer: d
Explanation: The solution is based on stored procedures, the sqlcmd utility, and SQL Server Agent jobs."
551,"2. Point out the correct statement related to database maintenance.
a) Performing SQL Server Maintenance with Maintenance Window
b) Performing SQL Server Maintenance with No Maintenance Window
c) Performing SQL Server Maintenance with Scrip Maintenance Window
d) None of the mentioned
View Answer","Answer: b
Explanation: When the production SQL Server is running on a 24X7 basis or the maintenance window is not long enough to support the maintenance."
552,"3. Which of the following is used to determine the fragmentation for tables and indexes?
a) DBCC SHOWCONTIG
b) DBCC CHECKDB
c) DBCC CHECKCATALOG
d) None of the mentioned
View Answer","Answer: a
Explanation: In SQL Server 2005 DBCC SHOWCONTIG remains a viable short term option to determine the database fragmentation."
553,"4. Which of the following is used to Validate the database objects?
a) DBCC SHOWCONTIG
b) DBCC CHECKDB
c) DBCC CATALOG
d) None of the mentioned
View Answer","Answer: b
Explanation: DBCC CHECKDB is supported on databases that contain memory-optimized tables but validation only occurs on disk-based tables."
554,"5. Point out the wrong statement.
a) The command DBCC CHECKDB checks the logical and physical integrity of all the objects in the specified database
b) The command DBCC CHECK checks the logical and physical integrity of all the objects in the specified database
c) The command CHECKDB checks the logical and physical integrity of all the objects in the specified database
d) None of the mentioned
View Answer","Answer: a
Explanation:  DBCC CHECKDB has some performance quirks based on the schema of the database being checked."
555,"6. Which of the following command defragments clustered and secondary indexes of the specified table?
a) DBCC SHOWCONTIG
b) DBCC CHECKDB
c) DBCC CATALOG
d) DBCC INDEXDEFRAG
View Answer","Answer: d
Explanation: DBCC INDEXDEFRAG is an online operation, so it does not hold long-term locks that can block running queries or updates."
556,"7. ______________ runs UPDATE STATISTICS against all user-defined tables in the current database.
a) sp_updatestats
b) DBCC CHECKDB
c) DBCC CATALOG
d) DBCC INDEXDEFRAG
View Answer","Answer: a
Explanation: sp_updatestats updates all statistics for all tables in the database."
557,"8. Purpose of DBCC DBREINDEX command is to ____________
a) Rebuilds one or more indexes for a table in the specified database
b) Rebuilds only one index for a table in the specified database
c) Displays fragmentation information for the data and indexes of the specified table
d) All of the mentioned
View Answer","Answer: a
Explanation: The DBCC DBREINDEX command will not automatically rebuild all of the indexes on all the tables in a database; it can only work on one table at a time."
558,"9. What types of database maintenance should be executed?
a) Update SQL Server’s usage
b) Validate the database objects and system catalogs are free of corruption
c) Determine the fragmentation for tables and indexes
d) All of the mentioned
View Answer","Answer: d
Explanation: The SQL Server Maintenance Solution comprises scripts for running backups, integrity checks, and index and statistics maintenance on all editions of Microsoft SQL Server 2005, SQL Server 2008, SQL Server 2008 R2, SQL Server 2012, and SQL Server 2014."
559,"10. Create a Database Maintenance Plan that creates a ________ backup within SQL Server.
a) Partial
b) Snapshot
c) Full
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: c
Explanation: Creating a full backup is a minimum recommendation for good database maintenance."
560,"1. __________ is a Microsoft Windows service that executes scheduled administrative tasks, which are called jobs in SQL Server 2014.
a) Log shipping
b) Task
c) Agent
d) None of the mentioned
View Answer","Answer: c
Explanation: The SQL Server Agent is a service that lets you configure scheduled tasks and system alerts."
561,"2. Point out the correct statement.
a) SQL Server Agent uses SQL Server to store job information
b) SQL Server Agent can run a job on a schedule
c) By default, the SQL Server Agent service is disabled when SQL Server 2014 is installed
d) All of the mentioned
View Answer","Answer: d
Explanation: SQL Server Agent runs continuously in the background as a Windows Service."
562,"3. SQL Server Agent consist of _____ component.
a) 2
b) 3
c) 4
d) 5
View Answer","Answer: b
Explanation:  SQL Server Agent consist of jobs,alerts and operators."
563,"4. SQL Agent Job definitions are specified in which database?
a) msdb
b) master
c) tempdb
d) all of the mentioned
View Answer","Answer: a
Explanation: msdb is a system database that is created when you first install SQL Server."
564,"5. Point out the wrong statement.
a) SQL Server Log shipping allows you to automate a variety of administrative task
b) SQL Server task manager allows you to automate a variety of administrative task
c) SQL Server Agent allows you to automate a variety of administrative task
d) All of the mentioned
View Answer","Answer: c
Explanation: SQL Server Agent is used to create and schedule a job that automates database administration."
565,"6. _________start and stop the SQL Server Agent Service .
a) SSMS
b) Windows Services console
c) QL Server Service Manager
d) All of the mentioned
View Answer","Answer: d
Explanation: Open up Microsoft SQL Server Configuration Manager and locate the SQL Server Agent service. If the status of that service is “RUNNING”, you do not need to do anything."
566,"7. Which of the following condition is considered for schedule?
a) Whenever SQL Server Agent starts
b) On a recurring schedule
c) SQL Server performance conditions
d) All of the mentioned
View Answer","Answer: d
Explanation: A schedule specifies when a job runs."
567,"8. An alert can respond to one of the following conditions?
a) Whenever SQL Server Agent starts
b) On a recurring schedule
c) SQL Server performance conditions
d) All of the mentioned
View Answer","Answer: c
Explanation: An alert is an automatic response to a specific event. For example, an event can be a job that starts or system resources that reach a specific threshold."
568,"9. SQL Server can notify operators of alerts through ____________
a) E-mail
b) Net send
c) Pager
d) All of the mentioned
View Answer","Answer: d
Explanation: An operator defines contact information for an individual responsible for the maintenance of one or more instances of SQL Server."
569,"10. Which of the following members has access to SQL Server Agent?
a) members of the systemadmin
b) members of the sysadmin
c) members of the sysadministraion
d) none of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: b
Explanation: Members of the SQLAgentUserRole, SQLAgentReaderRole, and SQLAgentOperatorRole fixed database roles in msdb, and members of the sysadmin fixed server role have access to SQL Server Agent."
570,"1. Which of the following wizard provides creation logins on the destination server?
a) Copy Database
b) Move Database
c) Detach database
d) Attach database
View Answer","Answer: a
Explanation: The Copy Database Wizard lets you move or copy databases and their objects easily from one server to another."
571,"2. Point out the correct statement.
a) After a database has been upgraded, it cannot be downgraded to a previous version
b) The Copy Database Wizard is available in the Express edition
c) The Copy Database Wizard cannot be used to copy  System databases
d) None of the mentioned
View Answer","Answer: c
Explanation:  System databases cannot be transferred using Copy database wizard."
572,"3. How many ways are provided by SQL Server to copy a database?
a) 2
b) 3
c) 4
d) 5
View Answer","Answer: b
Explanation:  SQL Server provides mainly three ways to copy a database."
573,"4. Which is not the preferred way of copying a database?
a) Using the Copy Database Wizard
b) Restoring a database backup
c) Using the Generate Scripts Wizard to publish databases
d) None of the mentioned
View Answer","Answer: c
Explanation: Generate script wizard produces unnecessary computation internally to copy a database."
574,"5. Point out the wrong statement related to the use of Copy database wizard.
a) Pick a source and destination server
b) System stored procedures
c) Schedule when to move or copy the databases
d) None of the mentioned
View Answer","Answer: b
Explanation: Copy database wizard copies additional supporting objects, jobs, user-defined stored procedures, and error messages."
575,"6. Which of the following returns a list of the database and log files?
a) RESTORE FILELISTON
b) RESTORE FILELIST
c) RESTORE FILELISTONLY
d) All of the mentioned
View Answer","Answer: c
Explanation: A client can use RESTORE FILELISTONLY to obtain a list of the files contained in a backup set. This information is returned as a result set containing one row for each file."
576,"7. Which of the following transfer method makes the database unavailable to users during the transfer?
a) Detach and attach method
b) SQL Management Object method
c) Restore method
d) None of the mentioned
View Answer","Answer: a
Explanation: Detach the database from the source server, copy the database files to the destination server, and attach the database at the destination server."
577,"8. Which of the following stored procedure is used for detachment of database?
a) sp_replicationdboption
b) sp_replicationdb
c) sp_replicationoption
d) all of the mentioned
View Answer","Answer: a
Explanation: If you cannot use sp_replicationdboption, you can remove replication by running sp_removedbreplication."
578,"9. Which of the following code snippet will detach AdventureWorks2012 database?
a)b)","Answer: c
Explanation: sp_detach_db detaches a database that is currently not in use from a server instance."
579,"10. Which of the code is valid for attaching the database?
a)b)","Answer: a
Explanation: Attach the moved database and, optionally, its log by executing the following Transact-SQL statements."
580,"1. Which of the syntax is used for creating database snapshot in SQL Server?
a)b)","Answer: c
Explanation: Creating a snapshot requires specifying the logical name of every database file of the source database."
581,"2. Point out the correct statement.
a) Snapshots can be used in conjunction with database mirroring for reporting purposes
b) A snapshot is write-only, static view of a database
c) A snapshot is read-only, dynamic view of a database
d) None of the mentioned
View Answer","Answer: a
Explanation: You can create a database snapshots on the mirror database and direct client connection requests to the most recent snapshot."
582,"3. Which of the following scenario prefers not to use database snapshots?
a) Database Snapshots should be seen as high availability option
b) Database Snapshots should not be seen as an alternative to regular backups of your data
c) Snapshots can be created very quickly
d) All of the mentioned
View Answer","Answer: b
Explanation:  Database snapshots can not protect your databases against disk errors or database corruption."
583,"4. Which of the following code will DROP an existing snapshot before creating new?
a)b)","Answer: a
Explanation: A snapshot database always have an entry in sys.databases.source_database_id."
584,"5. Point out the wrong statement.
a) You cannot used SQL Server Management Studio for creating a database snapshots
b) Snapshots have to be created using T-SQL
c) All recovery models support database snapshot
d) A database can have one and only one snapshot
View Answer","Answer: d
Explanation: A database can have multiple snapshots."
585,"6. Which of the following code will throw error?
a)b)","Answer: a
Explanation: Snapshot of master database should be created explicitly using SSMS."
586,"7. To revert the database, which of the following Transact-SQL statement is used?
a) RESTORE Snapshot <database_name> FROM DATABASE_SNAPSHOT = <database_snapshot_name>
b) RESTORE DATABASE <database_name> FROM DATABASE_SNAPSHOT = <database_snapshot_name>
c) REST DATABASE <database_name> FROM DATABASE_SNAPSHOT = <database_snapshot_name>
d) None of the mentioned
View Answer","Answer: b
Explanation: Back up the reverted database, especially if it uses the full (or bulk-logged) recovery model."
587,"8. Which of the following message comes when you try to update or delete the data snapshot?
a) Row Deletion
b) The row was committed
c) Row has been updated
d) Failed to update the database
View Answer","Answer: c
Explanation: You will receive a read only message because snapshots have read-only tables."
588,"9. Syntax for creating database snapshot in SQL Server is _______________
a) DROP DATABASE [snapshottest];
b) DELETE DATABASE [snapshottest];
c) DROP Snapshot [snapshottest];
d) None of the mentioned
View Answer","Answer: a
Explanation: We drop the snapshot database like any other database using drop database command."
589,"10. What should be done to check to see if data still exists in the Snapshot?
a) Run Delete on Database Snapshot
b) Run Update on Database Snapshot
c) Run Select on Database Snapshot
d) Run Insert on Database Snapshot
View Answer","Answer: c
Explanation: You can run the same SELECT statement on the database snapshot. Here you can see that all of the data which we have deleted in the source database still exists. This is what we will recover using the database snapshot."
590,"1. Which of the following is the instance of SQL Server that is your production server in log shipping?
a) secondary database
b) primary database
c) secondary server
d) primary server
View Answer","Answer: d
Explanation: Once the monitor server has been configured, it cannot be changed without removing log shipping first."
591,"2. Point out the correct statement.
a) The restore job can be delayed until all users disconnect themselves
b) Log shipping cannot be combined with other disaster recovery options such as AlwaysOn Availability Groups
c) SQL Server log shipping has high cost in human
d) None of the mentioned
View Answer","Answer: a
Explanation: The database is not available only while the restore process is running."
592,"3. In which of the following modes, the database is read-only?
a) Stand by
b) Read only
c) Restore mode
d) All of the mentioned
View Answer","Answer: a
Explanation: There are two available modes and they are related to the state in which the secondary, log shipped."
593,"4. Which of the following script can check the database recovery model by querying sys.databases for log shipping?
a)b)","Answer: b
Explanation: Make sure your database is in full or bulk-logged recovery model."
594,"5. Point out the wrong statement.
a) The principal database in a mirroring session can also act as the primary database in a log shipping
b) Log Shipping is comparatively tougher than database mirroring for setup
c) The database log shipping setup needs to be initiated from the principal server using the SQL Server Management Studio wizard
d) A given database can be mirrored or log shipped; it can also be simultaneously mirrored and log shipped
View Answer","Answer: b
Explanation: Log Shipping is a pretty simple process to setup."
595,"6. Which of the following stored procedure is used to add a primary database on primary server?
a) sp_add_log_shipping_primary_database
b) sp_add_primary_database
c) sp_add_log_shipping
d) sp_add_log_shipping_primary
View Answer","Answer: a
Explanation:  sp_add_log_shipping_primary_database stored procedure returns the backup job ID and primary ID."
596,"7. Execute sp_add_jobschedule to add a schedule for the backup job on _________ server.
a) primary
b) secondary
c) primary and secondary
d) none of the mentioned
View Answer","Answer: a
Explanation: sp_add_jobschedule creates a schedule for a job."
597,"8. Which of the following is correct syntax for sp_add_log_shipping_secondary_primary?
a)b)","Answer: b
Explanation: sp_add_log_shipping_secondary_primary sets up the primary information, adds local and remote monitor links, and creates copy and restore jobs on the secondary server for the specified primary database."
598,"9. Which of the following table stores history detail for log shipping jobs?
a) log_shipping_monitor_alert
b) log_shipping_monitor_primary
c) log_shipping_monitor_history_detail
d) none of the mentioned
View Answer","Answer: c
Explanation: log_shipping_monitor_alert stores alert job ID."
599,"10. _____________  maps primary databases to secondary databases in log shipping.
a) sp_change_log_shipping_primary_database
b) log_shipping_primary_databases
c) log_shipping_primary_secondaries
d) sp_help_log_shipping_primary_database
View Answer","Answer: c
Explanation: sp_help_log_shipping_primary_database retrieves primary database settings and displays the values from the log_shipping_primary_databases."
600,"1. ___________ feature will be removed in a future version of Microsoft SQL Server.
a) Log shipping
b) Database snapshots
c) Database mirroring
d) None of the mentioned
View Answer","Answer: c
Explanation: Use AlwaysOn Availability Groups instead of database mirroring."
601,"2. Point out the correct statement.
a) Database mirroring is a solution for lowering the availability of a SQL Server database
b) Log shipping is a solution for increasing the availability of a SQL Server database
c) Mirroring is implemented on a per-database basis
d) All of the mentioned
View Answer","Answer:c
Explanation: Mirroring works only with databases that use the full recovery model."
602,"3. Which of the following benefit is provided by database mirroring?
a) Increases data protection
b) Improves the availability of the production database
c) Increases availability of a database
d) All of the mentioned
View Answer","Answer: d
Explanation: To minimize downtime for a mirrored database, you can sequentially upgrade the instances of SQL Server that are hosting the failover partners."
603,"4. Database mirroring operates in how many modes?
a) 2
b) 3
c) 4
d) 5
View Answer","Answer: b
Explanation: Database mirroring operates in three different modes: high-availability mode, high-protection mode, and high-performance mode."
